"Name","Geodaten"
"Catviacia ( = Céreste)","POINT(5.590084 43.856312)"
"Alavnio ( = ~ Lurs)","POINT(5.89005 43.968849)"
"Segvsterone ( = Sisteron)","POINT(5.943559 44.197155)"
"Rvsvccvrv colon̅ ( = Dellys | Tigzirt)","POINT(3.891396 36.919552)"
"Alarante ( = Monêtier-Allemont)","POINT(5.944 44.385941)"
"Ictodvrv̅ ( = La Bâtie-Neuve)","POINT(6.195708 44.565571)"
"Catorigomago ( = Chorges)","POINT(6.278282 44.545074)"
"Ebvrvno ( = Embrun)","POINT(6.496891 44.565643)"
"Rama ( = (la Roche-de-) Rame)","POINT(6.57861 44.747574)"
"Vigenna ( = Vienne)","POINT(4.878902 45.528549)"
"Bergvsivm ( = Bourgoin-Jallieu)","POINT(5.276808 45.585934)"
"Avgvstvm ( = Aoste)","POINT(5.607319 45.587616)"
"Tvrenonno ( = Revel-Tourdan, Turedonnum)","POINT(5.036271 45.383862)"
"Morginno ( = Moirans)","POINT(5.564526 45.326893)"
"Cvlabone ( = Grenoble)","POINT(5.731634 45.194279)"
"Dvrotinco ( = Villar-d'Arêne)","POINT(6.33588 45.042591)"
"Stabatione ( = Le Monêtier-les-Bains)","POINT(6.507809 44.975864)"
"In Alpe Cottia ( = ~Montgenèvre)","POINT(6.723396 44.930973)"
"Figlinis ( = Saint-Rambert-d'Albon)","POINT(4.814211 45.290844)"
"Tegna ( = Tain-l'Hermitage)","POINT(4.839174 45.069859)"
"Avgvstvm ( = Aouste-sur-Sye)","POINT(5.057358 44.715618)"
"Bocontiorvm ADDEAM ( = Die, Ad Deam Bocontiorum)","POINT(5.370741 44.751038)"
"Lvco ( = Luc-en-Diois)","POINT(5.451479 44.615742)"
"Brigantione ( = Briançon)","POINT(6.634159 44.896915)"
"Segvsione ( = Susa)","POINT(7.048731 45.139465)"
"Eqvezeto ( = El Hammadia)","POINT(4.74742 35.979221)"
"Avgvsta Tavrinorvm ( = Torino, Julia Augusta Taurinorum)","POINT(7.686619 45.07056)"
"Pisavis ( = Salon-en-Provence)","POINT(5.126107 43.628551)"
"Reis Apollinaris ( = Riez)","POINT(6.092427 43.817806)"
"Anteis ( = Draguignan)","POINT(6.464732 43.541096)"
"Foro Voconi ( = Vidauban)","POINT(6.43116 43.427322)"
"Foro ivlii ( = Fréjus)","POINT(6.73518 43.432468)"
"Fossis Marianis ( = Fos-sur-Mer)","POINT(4.943921 43.437595)"
"Masilia Grecorvm ( = Marseille)","POINT(5.381042 43.297611)"
"Tegvlata ( = La Grande-Pugere)","POINT(5.699721 43.482155)"
"Ad tvrrem ( = Tourves)","POINT(5.923991 43.407909)"
"Matavone ( = Cabasse)","POINT(6.221195 43.426205)"
"Antipoli ( = Antibes)","POINT(7.120872 43.580723)"
"Varvm ( = Colomars)","POINT(7.217954 43.761631)"
"Gemenello ( = Cimiez)","POINT(7.275398 43.720661)"
"In Alpe Maritima ( = La Turbie)","POINT(7.400836 43.744846)"
"Albentimillo ( = Ventimiglia)","POINT(7.607139 43.790417)"
"Costa Bellene ( = Riva Ligure)","POINT(7.880796 43.838905)"
"Lvco Boramni ( = Diano Marina)","POINT(8.081829 43.909893)"
"Albingavno ( = Albenga)","POINT(8.214959 44.04845)"
"Vadis Sabates ( = Vado Ligure)","POINT(8.435763 44.269348)"
"Calanico ( = Carcare)","POINT(8.290311 44.357479)"
"Crixia ( = Piana Crixia)","POINT(8.309241 44.486111)"
"Aqvis Tatelis ( = Acqui Terme)","POINT(8.470669 44.675526)"
"Alba Pompeia ( = Alba)","POINT(8.035259 44.700863)"
"Polentia ( = Pollenzo)","POINT(7.896013 44.686836)"
"Eporedia ( = Ivrea)","POINT(7.875945 45.466606)"
"Alba Docilia ( = Albisola)","POINT(8.510481 44.340961)"
"Adfiglinas ( = Genova-Fegino)","POINT(8.885091 44.437946)"
"Genva ( = Genova)","POINT(8.933989 44.407063)"
"Foro Fvlvi ( = Villa del Foro)","POINT(8.533611 44.888294)"
"Dertona ( = Tortona)","POINT(8.865485 44.897171)"
"Tamannvna Mvnicipivm et castellvm ( = Toumella)","POINT(5.039631 35.962433)"
"Libarnvm ( = Libarna)","POINT(8.860717 44.711384)"
"Bonnae ( = Bonn)","POINT(7.096311 50.732704)"
"Rigomagvs ( = Remagen)","POINT(7.226986 50.578842)"
"Antvnnaco ( = Andernach)","POINT(7.406155 50.439194)"
"Conflventes ( = Koblenz)","POINT(7.599617 50.356697)"
"Bontobrice ( = Boppard)","POINT(7.58813 50.231728)"
"Vosavia ( = Oberwesel)","POINT(7.726602 50.107426)"
"Bingiv̅ ( = Bingen)","POINT(7.895665 49.96899)"
"Mogontiaco ( = Mainz)","POINT(8.267426 49.995125)"
"Borgetomagi ( = Worms)","POINT(8.357911 49.630646)"
"Noviomagvs ( = Speyer)","POINT(8.431007 49.317284)"
"Tabernis ( = Rheinzabern, Tabernae Rhenanae)","POINT(8.278079 49.119305)"
"Saletione ( = Seltz)","POINT(8.106214 48.895065)"
"Brocomacvs ( = Brumath)","POINT(7.711184 48.730022)"
"Argentorate ( = Strasbourg)","POINT(7.743749 48.582932)"
"Helellvm ( = Ehl)","POINT(7.616975 48.373013)"
"Argentovaria ( = Horbourg-Wihr)","POINT(7.393839 48.081127)"
"Cambete ( = Kembs)","POINT(7.503806 47.690548)"
"Arialbinnvm ( = Allschwill)","POINT(7.538112 47.550587)"
"Avgvsta Rvracvm ( = Augst)","POINT(7.716667 47.533333)"
"Vindonissa ( = Windisch)","POINT(8.21669 47.477901)"
"Marcomagvs ( = Marmagen)","POINT(6.581109 50.476879)"
"Icorigivm ( = Jünkerath)","POINT(6.573304 50.348969)"
"Avsava ( = Oos)","POINT(6.584487 50.24157)"
"Beda ( = Bitburg)","POINT(6.52271 49.974033)"
"Avg̅ Tresvirorvm ( = Trier)","POINT(6.646251 49.753742)"
"Noviomago ( = Neumagen-Dhron)","POINT(6.895123 49.853832)"
"Belginvm ( = ~ Hinzerath)","POINT(7.164222 49.866051)"
"Dvmno ( = Kirchberg/Hunsrück, Dumnissus)","POINT(7.407521 49.943043)"
"Catvrices ( = Bar-le-Duc)","POINT(5.160575 48.77372)"
"Nasic ( = Naix-aux-Forges)","POINT(5.376395 48.637032)"
"Andesina ( = Grand)","POINT(5.488701 48.389774)"
"Mose ( = Meuvy)","POINT(5.547957 48.084702)"
"Noviomagvs ( = Nijon)","POINT(5.63882 48.192734)"
"Cvlchvl Colonia ( = Djémila)","POINT(5.733333 36.299999)"
"Tullio ( = Toul, Tullium Leucorum)","POINT(5.895101 48.68346)"
"Scarponna ( = Dieulouard)","POINT(6.068881 48.842487)"
"Divo Dvrimedio Matricorvm ( = Metz)","POINT(6.172695 49.116127)"
"Ricciaco ( = Dalheim, Ricciacum)","POINT(6.259232 49.558449)"
"Caranvsca ( = Hettange)","POINT(6.151685 49.406811)"
"Addvodecimvm ( = Delme)","POINT(6.392963 48.886173)"
"Ad Decem Pagos ( = Tarquimpol)","POINT(6.75753 48.784348)"
"Pontesaravi ( = Sarrebourg)","POINT(7.0519 48.734974)"
"Tabernis ( = Saverne, Tres Tabernae)","POINT(7.362041 48.741714)"
"Corobilivm ( = Corbeil)","POINT(4.424847 48.577995)"
"Segessera ( = Bar-sur-Aube)","POINT(4.704613 48.234802)"
"Andemantvnno ( = Langres)","POINT(5.33411 47.862972)"
"Segobodiv̅ ( = Seveux)","POINT(5.749961 47.556206)"
"Vesontine ( = Besançon)","POINT(6.025566 47.241226)"
"Filena ( = Til-Châtel)","POINT(5.17237 47.51791)"
"Ponte Dvbris ( = Pontoux)","POINT(5.111203 46.92725)"
"Crvsinie ( = Dole)","POINT(5.487841 47.089252)"
"Tenvrcio ( = Tournus)","POINT(4.908409 46.565617)"
"Matiscone ( = Mâcon)","POINT(4.833486 46.30415)"
"Lvdnam ( = Saint-Georges-de-Reneins)","POINT(4.722992 46.062893)"
"Loposagio ( = Luxiol)","POINT(6.34821 47.382706)"
"Epomandvo ( = Mandeure)","POINT(6.807917 47.45261)"
"Large ( = Friesen-Largizen)","POINT(7.187143 47.561314)"
"Cambete ( = Kembs)","POINT(7.503806 47.690548)"
"Arialbinvm ( = Allschwill)","POINT(7.538112 47.550587)"
"Filo Mvsiaco ( = Fallerans)","POINT(6.29187 47.133118)"
"Ebvrodvno ( = Yverdon (-les-Bains))","POINT(6.642493 46.778473)"
"Sitifi col. ( = Sétif)","POINT(5.414416 36.18898)"
"Aventicvm Heletiorvm ( = Avenches)","POINT(7.041111 46.880833)"
"Petenisca ( = ~ Worben)","POINT(7.29518 47.102501)"
"Salodvrvm ( = Solothurn)","POINT(7.530185 47.208515)"
"Minodvm ( = Moudon)","POINT(6.79726 46.6689)"
"Viromagvs ( = Oron-la-Ville)","POINT(6.825933 46.571587)"
"Vivisco ( = Vevey)","POINT(6.84693 46.4589)"
"Etanna ( = Yenne)","POINT(5.758163 45.703876)"
"Condate ( = Seyssel)","POINT(5.834113 45.958523)"
"Gennava ( = Genève)","POINT(6.142296 46.198391)"
"Colonia eqvestris ( = Nyon, Noviodunum)","POINT(6.234062 46.388184)"
"Pennolvcos ( = Villeneuve)","POINT(6.932378 46.391212)"
"Tarnaias ( = Massongex)","POINT(6.986955 46.242519)"
"Octodvro ( = Martigny)","POINT(7.077055 46.102596)"
"Insvmmo Pennino ( = Grand-Saint-Bernard)","POINT(7.170556 45.868889)"
"Avgvsta Pretoria ( = Aosta)","POINT(7.313234 45.735001)"
"Vtricio ( = Verres)","POINT(7.690608 45.668648)"
"Laviscone ( = Les Échelles)","POINT(5.754407 45.436214)"
"Leminco ( = Chambéry)","POINT(5.920987 45.566704)"
"Mantala ( = Saint-Jean-de-la-Porte)","POINT(6.126334 45.554207)"
"Ad Pvblicanos ( = Albertville-Conflans)","POINT(6.39723 45.671021)"
"Obilonna ( = La Bâthie)","POINT(6.44887 45.625908)"
"Darantasia ( = Moûtiers)","POINT(6.53085 45.484734)"
"Axvnam ( = Aime)","POINT(6.653238 45.556988)"
"Bergintrvm ( = Bourg-Saint-Maurice)","POINT(6.767077 45.616951)"
"In alpegraia ( = Petit-Saint-Bernard)","POINT(6.883889 45.680279)"
"Tenedone ( = Zurzach)","POINT(8.291958 47.585892)"
"Ivlio mago ( = Schleitheim)","POINT(8.486724 47.750046)"
"Brigobanne ( = Hüfingen)","POINT(8.488767 47.923748)"
"Aris Flavis ( = Rottweil)","POINT(8.62793 48.166683)"
"Samvlocenis ( = Rottenburg am Neckar)","POINT(8.93775 48.476887)"
"Grinarione ( = Köngen)","POINT(9.366568 48.679749)"
"Clarenna ( = Römerstein-Donnstetten)","POINT(9.565 48.51722)"
"Adlvnam ( = Lonsee)","POINT(9.918574 48.545727)"
"Aqvileia ( = Aquileia, Heidenheim)","POINT(10.153248 48.678219)"
"Opie ( = ? Bopfingen)","POINT(10.353931 48.859337)"
"Septemiaci ( = Zipplingen)","POINT(10.406681 48.923157)"
"Losodica ( = Munningen)","POINT(10.602354 48.921547)"
"Medianis ( = Gnotzheim)","POINT(10.713685 49.059849)"
"Iciniaco ( = Theilenhofen)","POINT(10.851986 49.083099)"
"Biricianis ( = Weißenburg)","POINT(10.962374 49.031181)"
"Vetonianis ( = Pfünz)","POINT(11.298684 48.91251)"
"Germanico ( = Kösching)","POINT(11.499855 48.810955)"
"Arvsena ( = Eining | Irnsing)","POINT(11.74274 48.837734)"
"Regino ( = Regensburg)","POINT(12.100904 49.016491)"
"Sorviodvro ( = Straubing)","POINT(12.570278 48.879921)"
"Petrensibvs ( = Vilshofen)","POINT(13.184477 48.633862)"
"Castellv̅ Bolodvrv̅ ( = Passau)","POINT(13.463918 48.573513)"
"Ovilia ( = Wels)","POINT(14.03664 48.165421)"
"Arbor Felix ( = Arbon)","POINT(9.421089 47.510925)"
"BRIGANTIO ( = Bregenz)","POINT(9.74231 47.500751)"
"Ad Renvm ( = Rheineck)","POINT(9.584133 47.468498)"
"Vemania ( = Bettmauer)","POINT(10.066729 47.698936)"
"Aquis Sestis ( = Aix-en Provence, Aquae Sextiae)","POINT(5.453911 43.536255)"
"Fl. Frigido ( = Ajdovaina)","POINT(13.907833 45.888573)"
"Tyberias ( = Tverya, Tiberias, ØÑèÙÔ)","POINT(35.540722 32.786671)"
"Pyrgos ( = ~ Santa Severa)","POINT(11.947517 42.024456)"
"Calambrio ( = Saint-Germain-du-Salembre)","POINT(0.450647 45.138138)"
"Arvsione ( = Orange)","POINT(4.805803 44.136181)"
"Aptaivlia ( = Apt)","POINT(5.394015 43.876198)"
"Vapincvm ( = Gap)","POINT(6.076112 44.559242)"
"Catorissivm ( = Bourg-d'Oisans)","POINT(6.030779 45.055126)"
"Ernolatia ( = Sankt Pankraz)","POINT(14.20789 47.765446)"
"Fines ( = Firbeix)","POINT(0.974321 45.598343)"
"Fines ( = Montel-Guillaume)","POINT(2.365 45.833241)"
"Setvcis ( = ~Beaucourt en Santerre)","POINT(2.574921 49.788425)"
"Burdegalo ( = Bordeaux, Burdigala)","POINT(-0.576797 44.836597)"
"Salomaco ( = Salles, Salomacus)","POINT(-0.869823 44.551842)"
"Telonnum ( = Liposthey?)","POINT(-0.87862 44.31852)"
"Coequosa ( = Sindères)","POINT(-0.985022 44.028286)"
"Aquis Terebellicis ( = Dax)","POINT(-1.055059 43.709988)"
"Carasa ( = Garris)","POINT(-1.059422 43.340431)"
"Imo Pyreneo ( = St. Jean-le-Vieux, Pireneo)","POINT(-1.193762 43.165535)"
"Atura ( = Aire-sur-l'Adour )","POINT(-0.261812 43.701797)"
"'Ad tavm' ( = Caistor St. Edmund, Venta Icenorvm)","POINT(1.299891 52.586884)"
"Drysiporo ( = ~ Kar1_t1ran)","POINT(27.543411 41.299992)"
"Tamascani Mvnicipivm ( = Kherbet Zembia)","POINT(4.851197 35.991367)"
"Sinomagi ( = ? Saxmundham, Sitomagus)","POINT(1.488791 52.21455)"
"Convetoni ( = Baylham House, Conbretovium)","POINT(1.070795 52.121895)"
"Adansam ( = ? Stratford St. Mary, Ad Ansam)","POINT(0.9795 51.971767)"
"Baromaci ( = Chelmsford, Caesaromagvs)","POINT(0.466733 51.736809)"
"Cavnonio ( = Kelvedon)","POINT(0.701566 51.837368)"
"Camvlodvno ( = Colchester, Colonia Camulodunum)","POINT(0.901298 51.889851)"
"Madvs ( = Crayford, Noviomagus)","POINT(0.177999 51.451012)"
"Dvroavervs ( = Canterbury)","POINT(1.078348 51.278027)"
"Dvbris ( = Dover, Dubra)","POINT(1.314039 51.127121)"
"Ratvpis ( = Richborough)","POINT(1.33672 51.291981)"
"Lemavio ( = Lympne, Lemanio)","POINT(1.033559 51.075329)"
"Ridvmo ( = Axminster, Moridunum)","POINT(-2.998803 50.782715)"
"Iscadvmnoniorv̅ ( = Exeter)","POINT(-3.534172 50.721245)"
"Dvronvm ( = Étroungt, ÉtrSungt)","POINT(3.926293 50.058266)"
"Vtica Colonia ( = Bou Shater ~ Tunis)","POINT(10.062168 37.056519)"
"Apamia ( = Kafat el-Mudîk)","POINT(36.397999 35.417999)"
"Aqvas Passaras ( = Bagni Giasinelli)","POINT(12.064619 42.468235)"
"Hadre ( = ~ Medvia?)","POINT(15.798683 44.096432)"
"Aqve Ange ( = ? Bagni di Sant'Eufemia)","POINT(16.251652 38.920288)"
"Sarvte ( = Strojice)","POINT(17.15139 44.17889)"
"In Alperio ( = Trnova Poljana)","POINT(16.75861 43.78278)"
"Magno ( = Balina Glavica ~ Kljake)","POINT(16.316071 43.803932)"
"Bistve Vetvs ( = Varvara kod Prozora, 0@20@0 :>4 @>7>@0)","POINT(17.225018 43.715382)"
"Petris ( = Qasr Firaun, Petra)","POINT(35.451229 30.322599)"
"Theranda ( = ? Slapu~ane)","POINT(20.838919 42.384987)"
"Admercvriv̅ ( = Ksar Gurai)","POINT(8.285494 35.47797)"
"Argos ( = Argos, †Á³¿Â)","POINT(22.729168 37.635986)"
"Lappa ( = Aryiroúpolis)","POINT(24.33415 35.285179)"
"Elevterna ( = Elétherna, •»­¸µÁ½±)","POINT(24.66667 35.333328)"
"Liso ( = Aikiríkos, †³. š®ÁÅº¿Â)","POINT(23.783331 35.25)"
"Cnoso ( = Knosós ~ Irákleion)","POINT(25.16304 35.297989)"
"Cresonesso ( = Chersónesos, §µÁÃÌ½·Ã¿Â)","POINT(25.37112 35.309029)"
"Arcade ( = Aphráti, ‘ÆÁ¬Ä¹)","POINT(25.35 35.099998)"
"Cyzico ( = Kyzikos, Cyzicus)","POINT(27.976669 40.352219)"
"Comana Pontica ( = Gümenek)","POINT(36.639748 40.359657)"
"Gendarv̅ ( = Djindaris)","POINT(36.688889 36.385555)"
"Apasidam ( = ? Tsikhisdziri, Ad Isidem?)","POINT(41.7449 41.756939)"
"Lazo ( = Taht-i-Suleiman, Takht-E Soleyman)","POINT(47.234776 36.604557)"
"Zimara ( = Çaltu)","POINT(38.381878 39.406502)"
"Cyrro ( = ~ Zaytknak)","POINT(36.942989 36.726212)"
"Apammari ( = ~ Abu Daghmah)","POINT(38.2789 36.430389)"
"Orvba ( = Tayibe)","POINT(38.918461 35.09058)"
"Svllecti ( = Rass Salakta)","POINT(11.04841 35.39307)"
"Persepoliscon Mercivm persarvm ( = Taht-i-Djamshid, Persepolis)","POINT(52.889999 29.9368)"
"Cercar ( = Ain esc-Scersciara)","POINT(13.61667 32.466671)"
"Tvbactis Mvn̅̅ ( = Qa_r A)mad)","POINT(15.19862 32.371891)"
"Arephilenorvm ( = Ras el Aali)","POINT(18.791161 30.383499)"
"Ptolomaide ( = Tolmeitha)","POINT(20.938681 32.70359)"
"Vatari ( = Fedj es-Siouda)","POINT(8.266664 35.199993)"
"Pelvsio ( = Tell Al-Farama ~ El-Qantara)","POINT(32.539982 31.042589)"
"Babylonia ( = Qasr esh-Sham ~ Al Qhirah)","POINT(31.230055 30.006346)"
"Addianam ( = ~ Hal Timna | ~ Yotvata, ÙØÑêÔ)","POINT(35.059345 29.895498)"
"Hatita ( = Khirbet es-Samra)","POINT(36.164768 32.1796)"
"Mons imevs ( = Valico di Forca Caruso)","POINT(13.7 42.066669)"
"Levcopetra̅ ( = Punto di Pellari)","POINT(15.636815 38.01746)"
"Aqvis ( = Aquae)","POINT(9.369939 36.450214)"
"Dvrvico Regvm ( = Duroicoregum)","POINT(2.048151 50.113548)"
"Bibae ( = Aïn Batria)","POINT(10.25528 36.269169)"
"Tanno Fl. ( = Fiume Pesipe)","POINT(16.278648 38.896111)"
"Ad Aqvas ( = Cataquas)","POINT(8.336988 36.525791)"
"Aballo ( = Avalon)","POINT(3.90797 47.492512)"
"Bandritvm ( = ?)","POINT(3.51421 47.923153)"
"Acerdos ( = ?)","POINT(22.379602 40.521454)"
"Adammontem ( = ?)","POINT(35.984489 33.371925)"
"Adaras ( = ?)","POINT(38.688271 38.410866)"
"Vaccis ( = ?)","POINT(5.20546 35.358814)"
"Adbasante ( = ?)","POINT(18.698191 45.096806)"
"Adcapsvmvltimvm ( = Aubereo)","POINT(17.883257 30.852127)"
"Adconflventes ( = ?)","POINT(12.39517 44.089401)"
"Addrinvm ( = ?)","POINT(19.104153 44.387978)"
"Ad dvo flvmina ( = ?)","POINT(5.937906 35.232403)"
"Ad fontem felicem ( = ?)","POINT(43.377449 41.833)"
"Ad Horrea ( = ?)","POINT(6.956062 43.549999)"
"Ad Labores ( = ?)","POINT(18.76976 45.540047)"
"Ad Libros ( = ?)","POINT(17.072435 43.616611)"
"Martis ( = ?)","POINT(6.833543 45.03323)"
"Admedera ( = ?)","POINT(36.410099 33.586594)"
"Admedia̅ ( = ?)","POINT(22.414171 44.878605)"
"Ad mercvrivm ( = ?)","POINT(42.784389 41.752369)"
"Ad molas ( = ?)","POINT(7.886012 36.117653)"
"Adoleastrvm ( = ?)","POINT(10.256696 34.411411)"
"Adpactas ( = Macere, Adpictas)","POINT(12.860163 41.750202)"
"Ad Pannonios ( = ?)","POINT(22.283434 45.149975)"
"Adpertvsa ( = ?)","POINT(10.115375 36.781395)"
"Adpicaria ( = ?)","POINT(19.899973 42.049915)"
"Adponte̅ ivlii ( = ?)","POINT(12.466793 41.935844)"
"Adportv̅ ( = ?)","POINT(12.14042 45.420334)"
"Adpvtea ( = ?)","POINT(24.630613 43.527592)"
"Adpvtevm ( = ?)","POINT(19.66744 30.317862)"
"Ad radices ( = ?)","POINT(24.693899 42.83115)"
"Ad serta ( = ?)","POINT(37.586975 36.874199)"
"Adsilanos ( = ?)","POINT(13.153857 46.237293)"
"Adspelvncas ( = ?)","POINT(17.033091 31.149939)"
"Adstoma ( = ?)","POINT(29.208647 45.022633)"
"Adtvrres albas ( = ?)","POINT(12.923377 41.386204)"
"Ad tvrres ( = ?)","POINT(13.099955 41.252487)"
"Ad Zociandem ( = ?)","POINT(37.788277 37.009789)"
"Adarin ( = Atera)","POINT(36.572544 33.744488)"
"Adipte ( = ?)","POINT(40.72271 37.846069)"
"Aegea ( = Elegeia)","POINT(40.243561 39.816334)"
"Aeliae ( = ?)","POINT(10.437678 35.423199)"
"Aggarselnepte ( = ?)","POINT(7.916067 33.867992)"
"Agnavi(a)e ( = ?)","POINT(22.403427 45.523445)"
"Ampalaontes ( = ?)","POINT(20.044533 31.913256)"
"Anabvcis Presidivm ( = ?)","POINT(19.188848 30.261267)"
"Anadynata ( = ?)","POINT(33.177185 40.87545)"
"Ancvs ( = ?)","POINT(15.50375 44.524609)"
"Antifillon ( = ?)","POINT(29.637051 36.202572)"
"Antipego ( = ?)","POINT(23.96137 32.076458)"
"Antoniopolis ( = ?)","POINT(32.891212 40.810345)"
"Aqva viva ( = ?)","POINT(16.233015 46.343945)"
"Arasaxa ( = ?)","POINT(35.872169 38.617428)"
"Arcaiapis ( = ?)","POINT(40.533794 37.826775)"
"Arcamo ( = ?)","POINT(40.639526 37.262482)"
"Arciade ( = ?)","POINT(15.812382 38.286331)"
"Arebrigivm ( = ?)","POINT(6.984632 45.764042)"
"Arega ( = ?)","POINT(38.342194 39.294312)"
"Armanas ( = ?)","POINT(42.438572 39.865662)"
"Artobrige ( = Traunstein)","POINT(12.645465 47.869968)"
"Arvtela ( = ?)","POINT(24.288086 45.29052)"
"Asine ( = ?)","POINT(21.962963 36.792812)"
"Assaria ( = ?)","POINT(12.861553 32.79047)"
"Astvra ( = ?)","POINT(12.765272 41.408855)"
"Attas ( = Neocaesarea)","POINT(38.198555 35.976326)"
"Heracome ( = ?)","POINT(38.026745 37.492458)"
"Avfinvm ( = ?)","POINT(16.194103 41.336391)"
"Avlazon ( = ?)","POINT(17.430088 31.047155)"
"Avxenna ( = ?)","POINT(4.039669 49.441307)"
"Avidvvicvs ( = ?)","POINT(10.736343 35.574802)"
"Avitta ( = ?)","POINT(9.705953 36.40905)"
"Azizis ( = ?)","POINT(21.847881 45.486656)"
"Azoton ( = ?)","POINT(34.622372 31.786516)"
"Badias ( = ?)","POINT(6.67125 34.750225)"
"Bagrvm ( = ?)","POINT(32.048435 39.025784)"
"Balbyblos ( = ?)","POINT(35.631035 33.982327)"
"Barantea ( = ?)","POINT(42.146496 40.054173)"
"Barsalivm ( = ?)","POINT(39.196716 38.08812)"
"Bartae ( = ?)","POINT(37.348099 40.685806)"
"Bereo ( = ?)","POINT(28.164591 44.934391)"
"Bersovia ( = Berzobis)","POINT(21.629395 45.424652)"
"Bigeste ( = ?)","POINT(17.838322 43.214714)"
"Bitenas ( = ?)","POINT(27.280663 40.93586)"
"Blandiana ( = ?)","POINT(23.385611 45.979073)"
"Brvcla ( = ?)","POINT(23.729303 46.312309)"
"Bvrridava ( = Buridava)","POINT(24.301708 45.019211)"
"Bvrtizo ( = Burtudizon)","POINT(27.092241 41.427933)"
"Bvtrio ( = Butrium)","POINT(12.154815 44.543056)"
"Calcaria ( = Calcaria Solarium)","POINT(5.248532 43.460297)"
"Callis ( = ?)","POINT(21.198315 32.683025)"
"Camila ( = Ameletos)","POINT(37.394871 41.105354)"
"Cano ( = Caunus)","POINT(28.625837 36.828274)"
"Caprasia ( = ?)","POINT(16.271259 39.621777)"
"Nagae ( = Taq ~ Damghan)","POINT(54.429775 36.227657)"
"Capvt bvbali ( = ?)","POINT(22.092367 45.432495)"
"Carbanvm ( = ?)","POINT(38.381355 37.629311)"
"Careias ( = Careiae)","POINT(12.308718 42.037796)"
"Carion ( = ?)","POINT(36.316257 34.776974)"
"Carnasso ( = Pharnakeia)","POINT(38.39793 40.919132)"
"Casa Rimoniana ( = ?)","POINT(14.94639 32.137924)"
"Castellvm Fabatianvm ( = ?)","POINT(6.832552 36.283833)"
"Catispi ( = Hatsiun)","POINT(44.665985 39.360207)"
"Catispi ( = Hatsiun)","POINT(44.665985 39.360207)"
"Cazalet ( = ?)","POINT(27.661802 42.850487)"
"Cedoni(a)e ( = ?)","POINT(24.156824 45.781158)"
"Celevso ( = Celeusum)","POINT(11.68892 48.808048)"
"Cenopvrio ( = Caenophrurium)","POINT(28.201399 41.235241)"
"Centv̅ Pvtea ( = ?)","POINT(21.585516 45.266994)"
"Ceroni ( = Chaeronea)","POINT(22.845236 38.495945)"
"Cersi(a)e ( = ?)","POINT(23.202345 47.146881)"
"Cerva ( = ?)","POINT(8.07644 34.86496)"
"Channvnia ( = Chaonia)","POINT(37.26825 36.879642)"
"Charmodara ( = ?)","POINT(38.764954 37.651127)"
"Chelas ( = Chelai)","POINT(30.337496 41.18301)"
"Cholle ( = ?)","POINT(38.805367 35.503815)"
"Cicisa ( = Cigisa)","POINT(10.099599 36.79961)"
"Cilca novvm ( = ?)","POINT(37.427338 37.965584)"
"Citari ( = Chytroi)","POINT(33.490692 35.245773)"
"Cito ( = ?)","POINT(33.629471 34.929596)"
"Clambetis ( = ?)","POINT(15.815436 44.241734)"
"Clevora ( = ?)","POINT(22.497524 44.337303)"
"Clostris ( = Clostra Romana)","POINT(12.872401 41.41494)"
"Clvcar ( = Cluacaria)","POINT(9.65 36.733322)"
"Clvtvrno ( = Cluturnum)","POINT(14.373563 41.533897)"
"Coissa ( = ?)","POINT(40.065887 38.145756)"
"Colchana ( = ?)","POINT(41.100018 37.986637)"
"Colchis ( = ?)","POINT(39.228821 38.525848)"
"Colla ( = ?)","POINT(26.420589 40.797134)"
"Colofon ( = Colophon)","POINT(27.149508 38.106873)"
"Comarv ( = ?)","POINT(28.734398 30.966185)"
"Comassa ( = Kamisa)","POINT(37.401154 39.845768)"
"Comitanasso ( = Comitanassus)","POINT(33.331993 38.154552)"
"Concobas ( = ?)","POINT(47.955711 34.502892)"
"Corvevnte ( = Gorbeus)","POINT(32.87447 39.694839)"
"Coveliacas ( = Coveliacae)","POINT(11.202012 47.637352)"
"Cromen ( = ?)","POINT(35.536701 40.700733)"
"Cvlvcitani ( = Culucitanis)","POINT(7.252483 37.030022)"
"Cyme ( = ?)","POINT(26.942154 38.761848)"
"Cymiza ( = ?)","POINT(42.116665 38.400002)"
"Cypsaria ( = Gypsaria)","POINT(34.683067 29.992428)"
"Dablis ( = Dableis)","POINT(30.682356 40.269619)"
"Dadastana ( = ?)","POINT(31.04986 40.185467)"
"Dagnevana ( = Arest)","POINT(43.65517 38.925343)"
"Danae ( = ?)","POINT(37.444733 40.385616)"
"Danova ( = ?)","POINT(37.076565 34.27512)"
"Dardano ( = Dardanos)","POINT(26.37442 40.079727)"
"Darvcinte ( = ?)","POINT(40.047249 39.947208)"
"Dasevsa ( = Dascusa)","POINT(38.751083 38.933773)"
"Deleda ( = ?)","POINT(36.772835 34.425911)"
"Dertvm ( = Diria)","POINT(17.290403 40.956966)"
"Digdida Mvnicipivm Selorvm ( = ?)","POINT(18.16671 30.697969)"
"Domana ( = ?)","POINT(39.65131 40.212238)"
"Dona ( = Doara)","POINT(34.368076 38.214142)"
"Aqvas Aravenas ( = Aquae Saravenae)","POINT(34.160473 39.146183)"
