"Name","Geodaten"
"Graviacis ( = Stadl an der Mur)","POINT(13.98224 47.088451)"
"Tarnasici ( = Flattnitz)","POINT(14.02974 46.945389)"
"Beliandro ( = ? Zweinitz | Feldkirchen)","POINT(14.23082 46.863129)"
"Tasinemeti ( = Lind-Rosegg)","POINT(14.018947 46.589756)"
"Saloca ( = Sallach ~ Krumpendorf)","POINT(14.171782 46.630417)"
"Ivenna ( = Globasnitz)","POINT(14.70038 46.557178)"
"Colatione ( = Stari Trg)","POINT(15.05976 46.510117)"
"Vpellis ( = Stara Vas ~ Velenje)","POINT(15.107994 46.358723)"
"Celeia ( = Celje)","POINT(15.260294 46.231018)"
"Navporto ( = Vrhnika)","POINT(14.298508 45.966511)"
"Emona ( = Ljubljana)","POINT(14.505966 46.051426)"
"Savo Fl. ( = ? Laze)","POINT(14.645619 46.135376)"
"Adpvblicanos ( = ? Lukovica)","POINT(14.7 46.166668)"
"Adrante ( = Trojane)","POINT(14.885907 46.188244)"
"Ragandone ( = Spodnje Gruaovje)","POINT(15.499898 46.350986)"
"Zaras ( = Zraia)","POINT(5.678888 35.800774)"
"Botivo ( = Ludbreg)","POINT(16.615089 46.253761)"
"Piretis ( = Draganovec)","POINT(16.832664 46.125191)"
"Lvntvlis ( = Stari Gradac)","POINT(17.292603 45.925114)"
"Sirotis ( = Virovitica)","POINT(17.383776 45.833408)"
"Acervone ( = Vianja Gora)","POINT(14.742188 45.957985)"
"Adprotoriv̅ ( = Trebnje)","POINT(15.005997 45.907707)"
"Crvcio ( = Grublje ~ `entjernej)","POINT(15.147032 45.80439)"
"Noviodvni ( = Drnovo)","POINT(15.483947 45.917648)"
"Romvla ( = Ribnica)","POINT(15.666246 45.865448)"
"Adfines ( = Buaevec)","POINT(16.115349 45.634232)"
"Siscia ( = Sisak)","POINT(16.373569 45.484684)"
"Ad Pretorivm ( = ~ Bosanska Dubica)","POINT(16.80666 45.184528)"
"Pola ( = Pula)","POINT(13.841147 44.869652)"
"Qvaeri ( = Koper)","POINT(13.731171 45.548264)"
"Silvo ( = Savudrija)","POINT(13.505246 45.50053)"
"Arsia Fl. ( = Raaa)","POINT(14.082756 45.078854)"
"Alvona ( = Labin)","POINT(14.115745 45.098633)"
"Tarsatica ( = Rijeka Trsat)","POINT(14.45208 45.328613)"
"Senia ( = Senj)","POINT(14.900878 44.990559)"
"Ad Dianam ( = Aïn Zana)","POINT(5.794601 35.654507)"
"Avendone ( = Crkvina ~ Brlog)","POINT(15.13092 44.941959)"
"Bvrno ( = ~ Kistanje)","POINT(15.960938 43.980236)"
"Iadera ( = Zadar)","POINT(15.228951 44.11488)"
"Nedino ( = Nadin)","POINT(15.497251 44.071514)"
"Aserie ( = Podgrae ~ Benkovac)","POINT(15.694444 44.024433)"
"Sardona ( = Skradin)","POINT(15.923047 43.817902)"
"Lvgione ( = DunaszekcsQ)","POINT(18.758713 46.081539)"
"Antiana ( = Popovac)","POINT(18.661966 45.804909)"
"Donatianis ( = Vardarac)","POINT(18.770573 45.62682)"
"Tittobvrgo ( = Dalj, Teutoburgium)","POINT(18.987394 45.48436)"
"Cornaco ( = Sotin)","POINT(19.152651 45.291279)"
"Cvccio ( = Ilok)","POINT(19.379131 45.222122)"
"Milatis ( = Banoator, Bononia Malata, 0=>HB>@)","POINT(19.612038 45.198936)"
"Cvsvm ( = Petrovaradin, 5B@>20@048=)","POINT(19.866667 45.25)"
"Acvnvm ( = Slankamen)","POINT(20.260605 45.137386)"
"Bittio ( = Surduk, !C@4C:)","POINT(20.321642 45.066406)"
"Bvrgenis ( = Novi Banovci, >28 0=>2F8)","POINT(20.283333 44.950001)"
"Tavrvno ( = Zemun, 5<C=)","POINT(20.410278 44.84528)"
"Singidvno ( = Beograd, 5>3@04)","POINT(20.465601 44.802418)"
"Berebis ( = ? Podravski Podgajci)","POINT(18.267162 45.730995)"
"Iovallio ( = Valpovo)","POINT(18.415684 45.658669)"
"Mvrsa minor ( = Petrijevci)","POINT(18.536938 45.616348)"
"Mvrsa maior ( = Osijek)","POINT(18.675884 45.560001)"
"Ad Labores Pont Vlcae ( = Bobota)","POINT(18.856287 45.421864)"
" ( = Vinkovci, Cibalae)","POINT(18.801048 45.291023)"
"Cansilena ( = Orolik)","POINT(18.985453 45.214809)"
"Sirmivm ( = Sremska Mitrovica, !@5<A:0 8B@>28F0)","POINT(19.615864 44.978981)"
"Servttio ( = Bosanska Gradiaka, >A0=A:0 @048H:0)","POINT(17.25293 45.14209)"
"Vrbate ( = ~ Srbac, !@10F)","POINT(17.546841 45.10799)"
"Marsonie ( = ~ Slavonski Brod)","POINT(18.018818 45.161751)"
"Certis ( = ~ akovo)","POINT(18.407949 45.308048)"
"Drinvm fl. ( = Brodac, @>40F)","POINT(19.281401 44.868279)"
"Argentaria ( = Srebrenica)","POINT(19.315521 44.111423)"
"Adfines ( = Laktaai, 0:B0H8)","POINT(17.314541 44.893715)"
"Casra ( = Banja Luka, 0Z0 C:0)","POINT(17.183332 44.766666)"
"Levsaba ( = Mrkonji Grad, @:>Z8[ @04)","POINT(17.083941 44.417042)"
"Baloie ( = `ipovo, (8?>2>)","POINT(17.090832 44.282883)"
"Indenea ( = Mujdzic)","POINT(17.104912 44.236984)"
"Baridvo ( = Livno, 82=>)","POINT(17.01042 43.82642)"
"Lamasbva ( = Merouana)","POINT(5.913749 35.631084)"
"Aeqvo ( = itluk ~ Sinj)","POINT(16.655825 43.739174)"
"Salona ( = Solin)","POINT(16.491028 43.53756)"
"Andretio ( = Mu)","POINT(16.470566 43.691708)"
"Tilvrio ( = Trilji)","POINT(16.726795 43.617191)"
"Admatricem ( = ? Bugojno)","POINT(17.437389 44.053581)"
"Bistve Nova ( = Zenica, 5=8F0)","POINT(17.933332 44.200001)"
"Stanecli ( = ? Kiseljak, 8A5Y0: ~ Sarajevo)","POINT(18.085041 43.947166)"
"Billvbio ( = Lokvi ii)","POINT(17.091988 43.464348)"
"Adnovas ( = Runovi)","POINT(17.232803 43.389256)"
"Ad Fvsciana ( = Tihaljina)","POINT(17.64782 43.053963)"
"Narona ( = Vid ~ Metkovi)","POINT(17.64782 43.053963)"
"Dilvnto ( = ? Stolac)","POINT(17.95846 43.078758)"
"Ad Zizio ( = ?)","POINT(18.387915 42.776688)"
"Epetio ( = Stobre )","POINT(16.525749 43.507339)"
"Oneo ( = ~ Omia)","POINT(16.692156 43.444065)"
"Inaronia ( = ? Makarska)","POINT(17.020739 43.295242)"
"Spalato ( = Split)","POINT(16.44245 43.506905)"
"Addiana ( = ~ Split)","POINT(16.44245 43.506905)"
"ragvrio ( = Trogir, Tragurio)","POINT(16.250658 43.517727)"
"Siclis ( = Kaatel Stari)","POINT(16.346827 43.553234)"
"Tricornio ( = ? Grocka, @>F:0)","POINT(20.716667 44.666668)"
"Monte avreo ( = ? Smederevo, !<545@52>)","POINT(20.935513 44.651382)"
"Viminatio ( = Drmno ~ Kostolac)","POINT(21.233334 44.716667)"
"Lederata ( = Ram)","POINT(21.335142 44.812843)"
"Thamvgadi ( = Timgad)","POINT(6.464573 35.487179)"
"Tivisco ( = Jupa ~ Caransebe_)","POINT(22.186457 45.459076)"
"Vico cvppe ( = Golubac, >;C10F)","POINT(21.627159 44.652683)"
"Faliatis ( = Donji Milanovac, >Z8 8;0=>20F)","POINT(22.154346 44.462242)"
"Tivisco ( = Jupa ~ Caransebe_)","POINT(22.186089 45.458347)"
"Sarmategte ( = Grdi_te)","POINT(22.946892 45.610821)"
"Adaqvas ( = Clan)","POINT(22.991756 45.737446)"
"Apvla ( = Alba Iulia)","POINT(23.580099 46.076691)"
"Drvbetis ( = Turnu-Severin)","POINT(22.660179 44.635654)"
"Pelendova ( = Craiova-Mofleni)","POINT(23.890007 44.318821)"
"Castra Tragana ( = Castra Traiana)","POINT(24.37711 45.209122)"
"Dortico ( = ~Bregovo, @53>2>)","POINT(22.638983 44.15123)"
"Ratiaris ( = Arçar ~ Vidin, @G0@)","POINT(22.919855 43.809422)"
"Pomodiana ( = Stanevo)","POINT(23.446182 43.82386)"
"Esco ( = Gigen, Oescus)","POINT(24.482489 43.69733)"
"Horrea Margi ( = uprija, C?@8X0)","POINT(21.3836 43.927509)"
"Naisso ( = Nia)","POINT(21.896328 43.319382)"
"Romesiana ( = Bela Palanka, 5;0 0;0=:0)","POINT(22.306667 43.217777)"
"Tvrribvs ( = Pirot, Turres, 8@>B)","POINT(22.582397 43.159237)"
"Sertica ( = Sofia)","POINT(23.322285 42.697624)"
"Levsino ( = Leusinio)","POINT(18.471022 42.74155)"
"Bersvmno ( = ? Podgorica, >43>@8F0)","POINT(19.268646 42.442574)"
"Ad Aqvas casaris ( = Youks ~ Tebessa, Ad Aquas Caesaris)","POINT(7.949211 35.45026)"
"Sinna ( = Koplik)","POINT(19.43639 42.213612)"
"Scobre ( = Shkodër)","POINT(19.330734 42.171001)"
"Asamo ( = Trebinje, Asamum)","POINT(18.341541 42.70966)"
"Epitavro ( = Cavtat)","POINT(18.21887 42.581028)"
"Resinvm ( = ? Risan)","POINT(18.695 42.514721)"
"Vicinivm ( = ? Bigovo)","POINT(18.707382 42.353481)"
"Batva ( = Budva, C420)","POINT(18.842501 42.288055)"
"Lissvm ( = Lezhë)","POINT(19.65407 41.787731)"
"Theveste ( = Tebessa)","POINT(8.120864 35.407139)"
"Hammeo ( = Prokuplje, @>:C?Y5)","POINT(21.598602 43.240711)"
"Adhercvlem ( = }itoraa)","POINT(21.771868 43.166744)"
"Scviris ( = Skopje, Scupis, !:>?X5)","POINT(21.452246 42.003811)"
"Gvrbita ( = ? Zgropolci ~ Veles, 5;5A)","POINT(21.866547 41.648972)"
"Stopis ( = Palikura ~ Negotino)","POINT(22.093468 41.491837)"
"Astibo ( = Shtip, (B8? )","POINT(22.200006 41.749863)"
"Tranvpara ( = ? Kratovo, @0B>2>)","POINT(22.174318 42.081245)"
"Pevtalia ( = Kjustendil, NAB5=48;)","POINT(22.688236 42.281242)"
"Ad medera ( = Haïdra)","POINT(8.4431 35.567516)"
"Antigonia ( = Negotino, 53>B8=>)","POINT(22.09354 41.49205)"
"Tessalonice ( = Saloniki)","POINT(22.944607 40.639351)"
"Ceramie ( = ? Prilep, @8;5?)","POINT(21.56214 41.35173)"
"Heraclea ( = ~ Bitola, 8B>;0)","POINT(21.34029 41.032799)"
"Dyrratio ( = Durrës)","POINT(19.450001 41.316666)"
"Clodiana ( = Peqin)","POINT(19.75 41.049999)"
"Scampis ( = Elbasan)","POINT(20.092621 41.11684)"
"Lignido ( = Ohrid, Okhrid)","POINT(20.801666 41.116943)"
"Apollonia ( = Pojan ~ Fier)","POINT(19.468746 40.730427)"
"Hadrianopoli ( = Jergucati)","POINT(20.26833 39.936611)"
"Actanicopoli ( = Nicopolis)","POINT(20.733395 39.026505)"
"Avlona ( = Vlorë)","POINT(19.490219 40.471882)"
"Obba ( = Ebba Ksoui)","POINT(8.831133 35.945881)"
"Rvtharoto ( = Butrint)","POINT(20.0261 39.751099)"
"Ciclis limen ( = Glyki, “»Åº®)","POINT(20.607077 39.327099)"
"Larissa ( = Larisa, ›¬Á¹Ã±)","POINT(22.419935 39.632099)"
"Grannona ( = Krannonas, šÁ±½½É½±Â)","POINT(22.319588 39.519997)"
"Thermopylas ( = ~ Lamía, ›±¼¯±)","POINT(22.43335 38.899899)"
"Navpactos ( = Náfpaktos, ±ÍÀ±ºÄ¿Â)","POINT(21.834032 38.394794)"
"Crvsa ( = Chrissó, §Á¹ÃÃÌ)","POINT(22.468719 38.47464)"
"Megara ( = Megara)","POINT(23.344591 37.994846)"
"Cronias ( = Korónia, š¿ÁÎ½µ¹±)","POINT(22.96011 38.358677)"
"Assvres ( = Zanfour)","POINT(9.02028 35.982498)"
"Athenas ( = Athína, ‘¸®½±)","POINT(23.716646 37.979179)"
"Pyreo ( = Peiraiás,  µ¹Á±¹¬Â )","POINT(23.641104 37.950901)"
"Istamo ( = Isthmia, ™Ã¸¼¹±)","POINT(22.999958 37.911465)"
"Corintho ( = Kórinthos, šÌÁ¹½¸¿Â)","POINT(22.93203 37.93858)"
"Micenis ( = Mykínes, Mycenae, œÅº®½µÂ)","POINT(22.745132 37.719677)"
"Tegeas ( = Tegéa, ¤µ³­±)","POINT(22.420429 37.455318)"
"Epitavro ( = Epidavros)","POINT(23.160061 37.63332)"
"Zamareigia ( = Djama)","POINT(9.284444 36.115002)"
"Megalopili ( = Megalópoli, œµ³±»ÌÀ¿»·)","POINT(22.13677 37.402248)"
"Lacedemone ( = Spárti, £À¬ÁÄ·, Sparta)","POINT(22.432585 37.074303)"
"Olympia ( = Archea Olympia)","POINT(21.627287 37.648552)"
"Netide ( = Elis, —»¹Â)","POINT(21.570679 37.70451)"
"Cyllene ( = Kylléne, šÅ»»®½·)","POINT(21.143869 37.933243)"
"Dyme ( = Dými, ”Í¼·)","POINT(21.558754 38.121586)"
"PaTHRAS ( = Patras)","POINT(21.737066 38.254463)"
"Agion ( = Égio, ‘¯³¹¿)","POINT(22.077282 38.25082)"
"Agira ( = Egíra, ‘¹³µ¯Á±)","POINT(22.35433 38.148258)"
"Anavsaro ( = ?)","POINT(22.058174 42.707603)"
"Sicione ( = ~ Kiato)","POINT(22.74572 38.010433)"
"Nemea ( = Neméa, µ¼­±)","POINT(22.662743 37.820766)"
"Samaco ( = Samiko, £±¼¹º¿ )","POINT(21.585524 37.57243)"
"Cyparissa ( = Kyparissía, šÅÀ±Á¹ÃÃ¯±)","POINT(21.668827 37.251232)"
"Pylios ( = ~ Néstor, ­ÃÄ¿Á)","POINT(21.661236 36.952625)"
"Mothone ( = Methonis, œµ¸É½·Â)","POINT(21.707315 36.818008)"
"Messene ( = ~ Ithómi, ™¸Î¼·)","POINT(22.008167 37.051476)"
"Cytmon ( = Gýthio, “Í¸µ¹¿)","POINT(22.566284 36.759449)"
"Asopos ( = Asopós, ‘ÃÉÀÌÂ)","POINT(22.854559 36.730438)"
"Boas ( = Neápoli, µ¬À¿»·)","POINT(23.060606 36.543457)"
"Patavissa ( = Turda)","POINT(23.79064 46.56628)"
"Napoca ( = Cluj)","POINT(23.59989 46.777248)"
"Porolisso ( = Moigrad-Jac)","POINT(23.154516 47.177731)"
"Dimo ( = Belene, 5;5=5)","POINT(25.128008 43.648155)"
"Adnovas ( = Sviatov, !28I>2)","POINT(25.346045 43.620117)"
"Latro ( = Krivina, Iatrus, @828=0)","POINT(25.585089 43.626114)"
"Pristis ( = Ruse,  CA5)","POINT(25.95294 43.848888)"
"Tegris ( = Marten)","POINT(26.081699 43.919163)"
"Appiaris ( = Ryakhovo,  OE>2>)","POINT(26.242205 43.986763)"
"Tra̅smarisca ( = Tutrakan)","POINT(26.614489 44.044933)"
"Nigrinianis ( = Malak Preslavets)","POINT(26.848312 44.06345)"
"Tegvlicio ( = Sreburna, Tegulitium, !@51J@=0)","POINT(27.032862 44.124596)"
"Dvrostero ( = Silistra)","POINT(27.260721 44.117107)"
"Svcidava ( = ? Dunreni)","POINT(27.789848 44.210365)"
"Axiopolis ( = Cernavod)","POINT(28.033611 44.338055)"
"Calidava ( = Capidava)","POINT(28.091734 44.496784)"
"Carsio ( = Hâr_ova)","POINT(27.951481 44.691841)"
"Troesmis ( = Turcoaia ~ Braila)","POINT(28.180431 45.100624)"
"Histriopoli ( = ~ Istria)","POINT(28.71224 44.570438)"
"Tomis ( = Constanca)","POINT(28.638332 44.173332)"
"Odessos ( = Varna, 0@=0)","POINT(27.911806 43.216644)"
"AGGAR ( = ~ Al-Waslatiyah)","POINT(9.592387 35.849442)"
"Bizone ( = Kavarna, 020@=0)","POINT(28.338903 43.434547)"
"Trissa ( = ~ Bmlgarevo, J;30@52>)","POINT(28.43256 43.413528)"
"Callatis ( = Mangalia)","POINT(28.582779 43.817223)"
"Templo Iovis ( = Obzor, 17>@)","POINT(27.881414 42.818966)"
"Ancialis ( = Pomorije)","POINT(27.64138 42.55603)"
"Appollonia ( = Sozopol, !>7>?>;L)","POINT(27.696356 42.41737)"
"Scyllam ( = ~ Podima)","POINT(28.29966 41.485458)"
"Philias ( = Karaburun)","POINT(28.682463 41.345577)"
"Perintvs ( = Marmaraerelisi)","POINT(27.955 40.970001)"
"Apris ( = ?)","POINT(27.069889 40.969929)"
"Heraclea ( = Mürefte)","POINT(27.245565 40.668552)"
"Sestos ( = ~ Eceabat)","POINT(26.356388 40.183887)"
"Marcianopolis ( = Devnya, 52=O)","POINT(27.555975 43.219135)"
"Melta ( = Lovech, >25G)","POINT(24.717262 43.134838)"
"Nicopolistro ( = ~Nikjup, Nicopolis ad Istrum, 8:N?)","POINT(25.612232 43.217926)"
"Sostra ( = ~Lomets, >m5F)","POINT(24.648026 42.991741)"
"Thisdro Col. ( = El Djem)","POINT(10.70753 35.300659)"
"Phinipopolis ( = Plovdiv, Philippopolis)","POINT(24.749561 42.143841)"
"Svbradice ( = Hristo Danovo, %@8AB> 0=>2>)","POINT(24.599678 42.727352)"
"Cabilis ( = Kabile, 018;5)","POINT(26.478588 42.529079)"
"Aqvis calidis ( = Banevo, 0=52>)","POINT(27.393053 42.627674)"
"Pizo ( = Dimitrievo, 8<8B@852>)","POINT(25.553661 42.189274)"
"Ad Basilicam Diadvmene ( = ?)","POINT(6.116665 35.416668)"
"Arzvm ( = Kalugerovo, 0;C35@>2>)","POINT(25.868467 42.090294)"
"Hadrianopoli ( = Edirne)","POINT(26.566668 41.666668)"
"Hostizo ( = Havsa)","POINT(26.816668 41.549999)"
"Bergvle ( = Lüleburgaz)","POINT(27.35 41.400002)"
"Plotinopoli ( = ~ Didymoteicho)","POINT(26.493111 41.347805)"
"Symmachi ( = ~ Aïn Touta)","POINT(5.9 35.383331)"
"Aenos ( = Enez)","POINT(26.0889 40.729328)"
"Zorlanis ( = Kesan)","POINT(26.632303 40.852188)"
"Cellis ( = Kélla, šs»»± )","POINT(21.689402 40.786064)"
"Edessa ( = Édessa, ˆ´µÃÃ±)","POINT(22.050694 40.802399)"
"Pella ( = Pella)","POINT(22.526407 40.760132)"
"Divm ( = Dion, ”¯¿½)","POINT(22.48613 40.172852)"
"Beroea ( = Berea, ’­Á¿¹±)","POINT(22.204006 40.526161)"
"Appollonia ( = ~ Néa Apollonía, s± ‘À¿»»¿½w±)","POINT(23.440493 40.625717)"
"Amphipoli ( = Amfípolis, ‘¼ÆwÀ¿»·Â)","POINT(23.846754 40.824871)"
"Ad calcevm Hercvlis ( = El Kantara)","POINT(5.706367 35.222343)"
"Philippis ( = ~ Krinides, šÁ·½¯´µÂ)","POINT(24.299097 41.014828)"
"Neapolis ( = Kavála, š±²¬»±)","POINT(24.409477 40.936501)"
"Dymis ( = Feres, ¦µÁµÂ)","POINT(26.173737 40.893311)"
"Ad aqvas Hercvlis ( = Hammam Sidi el Hadj)","POINT(5.616667 35.099998)"
"Heracleasantica ( = ? Neo Petritsio)","POINT(23.297165 41.273769)"
"Scotvsa ( = Sidirokastro, £¹´·ÁÌº±ÃÄÁ¿ )","POINT(23.389748 41.234894)"
"Daravescos ( = ? Draviskos)","POINT(23.871769 40.923546)"
"Cydonia ( = Chánia, §q½¹±)","POINT(24.018806 35.516235)"
"Svbrita ( = Thrónos, ˜ÁÌ½¿Â)","POINT(24.642824 35.258133)"
"Cisamos ( = Kastéli, š±ÃÄ­»¹)","POINT(23.660727 35.495308)"
"Cantano ( = Kándanos, š¬½´±½¿Â)","POINT(23.742069 35.327579)"
"Ledena ( = Lentas, ›­½Ä±Â)","POINT(24.923782 34.931149)"
"Cortina ( = Gortis, “¿ÁÄÅÂ)","POINT(24.947535 35.061687)"
"Hiera ( = Ierápetra, ™µÁ¬ÀµÄÁ±)","POINT(25.74048 35.010262)"
"Inata ( = Tsoútsouros, ¤Ã¿ÍÄÃ¿ÅÁ¿Â)","POINT(25.28129 34.984215)"
"Lisia ( = ? Kaloí Liménes, º±»¿¯ »¹¼®½·Â )","POINT(24.806009 34.934204)"
"Mesar filia ( = el Outaya)","POINT(5.6 35.033333)"
"Sycas ( = Istanbul-Galata)","POINT(28.97201 41.018265)"
"Melantiana ( = ? Yarimburgaz)","POINT(28.767647 41.025593)"
"Constantinopolis ( = Istanbul)","POINT(28.976959 41.005268)"
"Chrisoppolis ( = Istanbul-Üsküdar)","POINT(29.031939 41.032234)"
"Iovisvrivs ( = Anadolu Kavai)","POINT(29.088226 41.174541)"
"Artane ( = ^ile ?)","POINT(29.611416 41.175037)"
"Ad piscinam ( = Biskra)","POINT(5.733333 34.849998)"
"Sagarivs Fl. ( = Sakarya Nehri)","POINT(30.308002 40.666325)"
"Heraclea ( = Ereli)","POINT(31.432093 41.259338)"
"Tivm ( = Filyos-Hisarönü)","POINT(32.02219 41.554066)"
"Gemellas ( = ?)","POINT(5.522757 34.635422)"
"Mastrvm ( = Amasra)","POINT(32.384659 41.745144)"
"Sinope ( = Sinop)","POINT(35.155075 42.026421)"
"Templvm Hercvlis ( = Kand1ra)","POINT(30.15712 41.080231)"
"Sagar Fl. ( = Sakarya Nehri)","POINT(30.308002 40.666325)"
"Calcedonia ( = Kadıköy)","POINT(29.082127 40.979717)"
"Livissa ( = Gebze)","POINT(29.433332 40.799999)"
"Nicomedia ( = 0zmit)","POINT(29.948357 40.775986)"
"Gangaris ( = Çank1r1)","POINT(33.616669 40.599998)"
"Pompeiopolis ( = Ta_köprü)","POINT(34.214722 41.513889)"
"Amasia ( = Amasya)","POINT(35.833332 40.650002)"
"Eribvlo ( = Yeniköy)","POINT(29.351149 40.535889)"
"Nicea ( = 0znik)","POINT(29.716541 40.428963)"
"Pronetios ( = Karamürsel)","POINT(29.615 40.689167)"
"Ivliopoli ( = Emremsultan)","POINT(31.39847 40.075157)"
"Lagania ( = Beypazar1)","POINT(31.92111 40.1675)"
"Ancyra ( = Ankara)","POINT(32.854111 39.920769)"
"Tavio ( = Büyüknefes)","POINT(34.517914 39.858334)"
"Aspona ( = Sar1hüyük)","POINT(33.288345 39.307915)"
"Agrillo ( = Bilecik)","POINT(29.983061 40.150131)"
"Dorileo ( = Eski_ehir)","POINT(30.51922 39.784302)"
"Pesinvnte ( = Ball1hisar ~ Sivrihisar)","POINT(31.581238 39.332756)"
"Amvrio ( = ~ Emirdg)","POINT(31.15345 39.026039)"
"Theleote col. ( = Medinet el Kedima)","POINT(8.594134 34.979248)"
"Vetisso ( = Sülüklü)","POINT(32.341927 38.881264)"
"Egdava ( = Çe_melisebil)","POINT(32.55283 38.624382)"
"Lavdiciaca tacecavmeno ( = Ladik, Laodicea Combusta)","POINT(32.388111 38.21386)"
"Caballvcome ( = ~ Eribayat)","POINT(32.767384 38.123657)"
"Sabatra ( = Yal1bayat)","POINT(33.122498 37.969273)"
"Synnada ( = ^uhut)","POINT(30.549999 38.533333)"
"Conni ( = ~ Çalköy)","POINT(30.05891 38.947498)"
"Evcarpia ( = Banaz)","POINT(29.75 38.733334)"
"Evmenia ( = I_1kl1)","POINT(29.893089 38.235474)"
"Cocleo ( = ? Kütahya)","POINT(29.983334 39.416668)"
"Clanvdda ( = ? Ç1rp1c1lar)","POINT(29.192844 38.559841)"
"Philadelfia ( = Ala_ehir, Philadelpheia)","POINT(28.515169 38.350861)"
"Tripoli ( = Yenicekent)","POINT(28.943609 38.04306)"
"Sardes ( = ~ Salihli)","POINT(28.139168 38.48111)"
"Ephesvm ( = Selçuk, Ephesus)","POINT(27.370142 37.949886)"
"Tyatira ( = Akhisar)","POINT(27.8375 38.918056)"
"Capsa Colonia ( = Gafsa)","POINT(8.786656 34.42165)"
"Smyrna ( = 0zmir)","POINT(27.128719 38.41885)"
"Lamasco ( = Lampsacus)","POINT(26.991619 40.346684)"
"Priapos ( = ~ Karabiga)","POINT(27.303888 40.40361)"
"Cio ( = Gemlik)","POINT(29.156668 40.433056)"
"Pylae ( = Yalova)","POINT(29.266666 40.650002)"
"Prvsad Olympvm ( = Bursa)","POINT(29.06687 40.182571)"
"Mileopoli ( = Miletopolis)","POINT(28.316486 40.083458)"
"Lamasco ( = Apamea)","POINT(28.882618 40.375469)"
"Prvsias ( = ?)","POINT(29.156389 40.432468)"
"Pergamo ( = Bergama)","POINT(27.183332 39.116669)"
"Alexandria troas ( = Kur_unlu Tepe ~ Çanakkale, Antigoneia)","POINT(26.152555 39.76128)"
"Assos ( = Behramkale)","POINT(26.336666 39.490555)"
"Gargara ( = Ine ~ Cepini)","POINT(26.538692 39.533478)"
"Antandros ( = ~ Alt1noluk)","POINT(26.791496 39.578499)"
"Scatras ( = Scatrae)","POINT(27.682056 42.88343)"
"Teos ( = ~ Seferihisar)","POINT(26.837339 38.198921)"
"Missos ( = Samsun)","POINT(36.33128 41.292782)"
"Polemonio ( = Bolaman)","POINT(37.595478 41.034504)"
"Amasia ( = Amasya)","POINT(35.833332 40.650002)"
"Neocesaria ( = Niksar)","POINT(36.953602 40.590542)"
"Zela ( = Zile)","POINT(35.883331 40.299999)"
"Adaqvas ( = El Hamma)","POINT(9.791839 33.884102)"
"Mazaca cesarea ( = Kayseri)","POINT(35.478729 38.73122)"
"Armaza ( = ? Gemerek)","POINT(36.075031 39.1852)"
"Tacape col. ( = Gabès)","POINT(10.10291 33.893269)"
"Sevastia ( = Sivas)","POINT(37.017879 39.747662)"
"Tyana ( = Kemerhisar ~ Nide)","POINT(34.570835 37.82328)"
"Comana Capadocia ( = ^ar)","POINT(36.326237 38.330616)"
"Ad tvrres ( = Tamerza)","POINT(7.91571 34.208694)"
"Congvsso ( = ? Alt1nekin)","POINT(32.86861 38.307777)"
"Specvlvm ( = Shabikah)","POINT(7.933333 34.316666)"
"Aqvis calidis ( = ~ Çiftehan)","POINT(34.769936 37.512592)"
"yconio ( = Konya)","POINT(32.48177 37.87759)"
"Terracina ( =  Terracina)","POINT(13.252916 41.289841)"
"Padvando ( = Pozant1)","POINT(34.871113 37.427776)"
"Tarso cilicie ( = Tarsus)","POINT(34.900002 36.916668)"
"Mompsistea ( = Yakap1nar)","POINT(35.615017 36.972755)"
"Thiges ( = Bordj Gourbala)","POINT(8.548889 34.272778)"
"Anazarbo ( = ~ Ye_ildam)","POINT(35.878426 37.229759)"
"Epifania ( = ~ Erzin)","POINT(36.202202 36.953899)"
"Alexandria catisson ( = 0skenderun)","POINT(36.172569 36.586864)"
"Taspa ( = ? Kavak)","POINT(32.452579 37.560551)"
"Animvrio ( = Anamur)","POINT(32.838539 36.07515)"
"Apamea ciboton ( = Dinar)","POINT(30.166668 38.066666)"
"Antiochia pisidia ( = Yalvaç)","POINT(31.180229 38.295231)"
"Sidi ( = Side ~ Manavgat)","POINT(31.391172 36.768044)"
"Lavdicivm pilycvm ( = Eskihisar ~ Denizli)","POINT(29.80195 36.790443)"
"Perge ( = ~ Aksu)","POINT(30.854618 36.961372)"
"Syllio ( = ~ Yanköy)","POINT(31.000538 37.007481)"
"Aspendo ( = ~ Serik)","POINT(31.101271 36.921822)"
"Selinvnte ( = Selinti ~ Gazipa_a)","POINT(32.3125 36.271301)"
"Arsinoe ( = ~ Bozyaz1)","POINT(32.974751 36.103062)"
"Celenderis ( = Ayd1nc1k)","POINT(33.317749 36.141693)"
"Selevcia ( = Silifke)","POINT(33.933186 36.375301)"
"Corioco ( = ~ K1zkalesi)","POINT(34.14624 36.465931)"
"Pompeiopolis ( = ~ Mersin)","POINT(34.638569 36.804203)"
"Aregea ( = ~ Yumurtal1k)","POINT(35.783333 36.766666)"
"Issos ( = ~ Ye_iltepe)","POINT(36.165688 36.837811)"
"Pictanvs ( = Belen)","POINT(36.195129 36.488438)"
"Pagaris ( = Baras ~ Ötençay)","POINT(36.274597 36.428696)"
"ANTIOCHIA ( = Antakya)","POINT(36.176189 36.20015)"
"Emma ( = Imma)","POINT(36.569263 36.241238)"
