"ID_morph_Typ","morph_Typ","morph_Typ_Sprache","morph_Typ_Wortart","morph_Typ_Genus","Id_basistyp","Basistyp","Sprache_Basistyp","Georeferenz"
"28","Saltnerhütte","gem","sub",,"32","*sanio","vor","POINT(11.550727 46.669648)"
"28","Saltnerhütte","gem","sub",,"32","*sanio","vor","POINT(11.485247 46.493717)"
"31","Sennalp","gem","sub",,"32","*sanio","vor","POINT(10.880697 47.403577)"
"31","Sennalp","gem","sub",,"32","*sanio","vor","POINT(10.893902 47.384127)"
"32","Sennerei","gem","sub",,"32","*sanio","vor","POINT(9.712529 46.821837)"
"32","Sennerei","gem","sub",,"32","*sanio","vor","POINT(12.242626431900261 46.69500948646651)"
"32","Sennerei","gem","sub",,"32","*sanio","vor","POINT(14.302187786888858 46.63787940113816)"
"32","Sennerei","gem","sub",,"32","*sanio","vor","POINT(14.302187786888858 46.63787940113816)"
"32","Sennerei","gem","sub",,"32","*sanio","vor","POINT(9.90424891329008 47.638167686307966)"
"32","Sennerei","gem","sub",,"32","*sanio","vor","POINT(9.580774632206717 46.99212929054545)"
